id,Installation Year,Length,Material,Diameter,Service Connections,Air Release Valve,Fire Hydrants,Outlets,Road Intersections,Elevation,Near Railways,Soil,Landuse,GWT,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
117,1986,830.58,DI,304.8,7,0,0,0,yes,4.34,no,silt,residential,2.63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,1991,664.46,PVC,304.8,12,0,0,0,no,4.21,no,clay,residential,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,2001,222.5,DI,304.8,9,0,0,0,yes,0.3,no,clay,residential,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,1991,569.98,PE,304.8,11,0,0,1,yes,2.07,no,clay,residential,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,1996,624.84,PVC,203.2,9,0,0,0,yes,-0.3,no,sand,residential,2.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,2007,609.6,ST,762.0,6,0,0,0,no,0.0,no,clay,residential,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,1989,457.2,DI,762.0,9,0,0,0,no,1.37,no,silt,residential,2.87,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,2008,283.46,PVC,609.6,15,0,0,0,yes,1.37,no,clay,commercial,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
131,1988,987.55,PVC,609.6,6,0,0,0,no,10.21,no,sand,residential,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,1990,239.27,ST,508.0,9,0,0,0,no,28.19,no,sand,residential,2.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
135,2004,274.32,DI,609.6,6,0,0,0,yes,16.31,no,sand,residential,3.16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
137,2011,1975.1,PVC,406.4,6,0,0,0,no,8.69,no,clay,residential,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1990,838.2,DI,203.2,5,0,0,0,yes,12.5,no,silt,residential,3.13,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,1995,624.84,DI,203.2,8,1,1,0,yes,5.33,no,silt,commercial,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,2016,426.72,PE,203.2,10,0,2,0,yes,-0.08,no,clay,residential,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,2018,502.92,PE,203.2,5,0,0,0,no,4.19,yes,clay,residential,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,2004,1069.85,ST,304.8,11,0,1,1,yes,0.76,no,gravel,residential,3.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,2000,670.56,DI,304.8,6,0,0,1,no,2.97,no,sand,residential,2.71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,1996,268.22,PVC,304.8,8,0,0,1,yes,5.26,no,clay,residential,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,2005,310.9,PVC,203.2,5,0,0,0,yes,7.54,no,clay,residential,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
163,2005,356.62,DI,304.8,15,0,0,0,yes,15.19,no,silt,residential,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,1995,1389.89,DI,203.2,7,0,2,0,no,11.77,no,silt,residential,2.28,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,1985,1054.61,PVC,304.8,5,0,1,0,no,5.41,no,sand,commercial,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1990,633.98,DI,762.0,10,1,1,0,no,2.3,no,gravel,industrial,3.62,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,2017,886.97,ST,762.0,5,0,2,0,no,2.91,no,sand,residential,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
177,1999,609.6,DI,762.0,10,0,0,0,no,1.52,no,sand,residential,1.86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,2001,131.06,ST,762.0,6,0,1,0,no,1.37,no,sand,commercial,2.67,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2000,45.72,PE,355.6,6,1,0,0,no,1.52,no,sand,residential,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,2011,149.35,DI,355.6,9,0,1,0,yes,0.46,no,clay,commercial,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,1987,179.83,ST,762.0,12,0,0,0,yes,-0.76,no,clay,residential,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1987,18.29,PE,203.2,5,0,0,0,no,-1.52,no,sand,industrial,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,1994,30.45,PVC,203.2,5,1,0,0,yes,5.11,no,silt,industrial,2.89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
187,2001,387.1,DI,762.0,18,0,1,0,yes,-1.37,no,clay,residential,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,2007,15.24,ST,762.0,8,0,0,1,no,-1.22,no,sand,residential,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,2001,231.65,DI,609.6,9,1,0,0,no,0.3,no,sand,residential,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,1999,9.14,DI,609.6,8,0,1,2,yes,3.12,no,sand,residential,2.67,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,2016,9.14,DI,304.8,4,0,1,2,yes,2.44,no,silt,residential,3.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,1990,9.14,PE,304.8,8,0,2,0,yes,2.44,no,silt,industrial,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,2004,64.01,PE,304.8,6,0,1,0,yes,2.9,no,silt,residential,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,2003,362.71,PE,304.8,11,0,1,0,yes,21.32,no,clay,residential,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2001,30.45,PE,203.2,5,0,0,0,no,4.88,no,sand,commercial,2.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,2012,155.45,PVC,203.2,7,0,2,0,no,4.11,yes,sand,residential,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1994,1380.74,PVC,304.8,10,0,0,0,no,5.64,no,clay,residential,2.65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
205,2017,403.86,DI,304.8,14,0,0,0,yes,5.64,no,clay,industrial,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,1996,411.48,DI,304.8,6,0,0,0,no,2.29,no,clay,residential,2.08,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2003,152.4,PE,203.2,4,0,0,1,no,2.51,no,sand,residential,2.84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,2002,196.9,PVC,304.8,5,0,0,0,yes,-0.76,no,sand,residential,3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2013,780.29,PVC,304.8,6,0,0,1,no,5.72,no,clay,industrial,2.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1999,374.9,PE,304.8,2,1,0,2,yes,3.81,no,silt,residential,4.37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
217,1994,158.5,PVC,304.8,9,1,1,0,no,6.55,yes,gravel,residential,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,1985,109.73,PVC,304.8,7,0,1,0,yes,5.11,no,clay,residential,2.76,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
221,1997,701.04,PVC,203.2,3,0,0,0,yes,2.97,no,gravel,residential,1.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,2013,350.52,DI,304.8,4,0,0,0,no,7.32,yes,clay,industrial,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1985,850.39,DI,304.8,6,0,0,1,yes,5.03,no,gravel,residential,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,2015,1219.2,DI,609.6,13,0,1,0,no,-0.91,no,gravel,industrial,3.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2003,192.02,DI,609.6,3,0,0,0,no,-0.29,no,clay,residential,2.76,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233,1989,36.58,DI,609.6,7,0,2,0,yes,0.32,no,silt,residential,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
235,1995,220.98,ST,304.8,6,0,0,0,yes,0.91,no,gravel,industrial,2.42,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237,2003,365.76,DI,304.8,7,0,0,0,no,4.57,no,gravel,residential,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1995,137.16,DI,304.8,6,0,0,1,no,1.52,no,gravel,residential,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1988,435.86,DI,304.8,13,0,0,1,yes,2.9,no,sand,industrial,2.82,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,2007,155.45,DI,304.8,4,0,0,0,no,2.59,no,clay,residential,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,2007,269.75,PE,304.8,9,0,1,0,no,2.13,no,silt,residential,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,1989,368.81,PVC,406.4,13,0,0,1,no,0.76,no,sand,industrial,1.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
245,1994,301.75,PE,406.4,7,0,0,1,no,2.13,yes,sand,residential,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,1993,1306.07,PE,406.4,10,0,1,0,yes,2.13,no,sand,residential,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,2007,505.97,PVC,406.4,8,0,2,1,no,1.98,no,sand,residential,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,2009,624.84,PE,355.6,5,0,0,0,no,1.52,no,clay,residential,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
257,2009,475.49,DI,304.8,13,0,0,1,yes,2.13,no,silt,residential,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2016,670.56,DI,203.2,7,1,0,0,no,2.67,no,clay,commercial,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,2011,597.41,DI,304.8,10,0,1,0,yes,2.36,no,silt,residential,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,1995,633.98,PE,304.8,7,0,1,0,no,3.2,no,silt,commercial,2.68,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
271,1988,240.79,PVC,203.2,9,0,0,0,yes,3.73,yes,sand,residential,2.98,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
273,2005,155.45,DI,304.8,10,1,0,0,yes,4.11,no,sand,residential,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
275,2016,10.67,PVC,304.8,6,0,0,0,yes,3.96,no,sand,residential,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,2018,670.56,DI,304.8,9,1,0,1,no,4.11,no,gravel,commercial,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,1992,135.64,PE,254.0,6,0,0,0,no,4.72,yes,silt,residential,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
283,1993,131.06,PVC,304.8,8,0,0,0,yes,4.72,no,sand,residential,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,1986,3.05,PVC,304.8,5,0,1,1,no,5.49,no,clay,industrial,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,1989,423.67,DI,254.0,11,0,1,0,no,6.86,no,clay,residential,3.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2003,281.94,PVC,254.0,11,0,0,0,no,21.87,no,sand,residential,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,2003,335.28,PVC,254.0,11,0,0,1,yes,9.6,no,gravel,industrial,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,1997,335.28,DI,203.2,5,0,0,0,yes,8.69,yes,silt,residential,3.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
295,1995,441.96,DI,304.8,7,0,0,0,no,7.32,yes,clay,residential,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,2013,196.6,ST,203.2,12,0,0,0,yes,2.59,no,silt,residential,1.13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
299,2000,106.68,ST,203.2,9,0,1,0,no,6.4,no,sand,residential,1.91,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
301,2012,426.72,PE,203.2,14,0,0,0,no,3.81,no,silt,residential,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,2017,426.72,DI,203.2,8,0,0,0,no,2.59,yes,clay,commercial,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,1995,196.6,ST,304.8,8,0,0,0,no,2.07,no,sand,residential,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
307,1991,106.68,PE,304.8,7,0,0,1,no,0.0,no,gravel,commercial,2.26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309,2017,481.58,PE,203.2,8,0,0,0,yes,3.2,no,clay,industrial,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,2006,356.62,PVC,304.8,11,0,0,1,yes,5.94,no,silt,residential,2.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,1994,196.9,DI,304.8,13,0,0,0,no,0.61,no,gravel,commercial,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,2006,79.25,DI,609.6,3,0,1,1,no,2.13,yes,clay,commercial,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,2002,679.7,ST,203.2,1,0,1,0,no,2.74,yes,clay,industrial,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,2015,196.6,PVC,304.8,6,0,0,0,yes,4.42,yes,silt,residential,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,1993,365.76,DI,762.0,10,0,1,0,yes,0.76,no,sand,residential,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
323,2018,91.44,DI,304.8,5,1,1,0,yes,1.54,no,clay,residential,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,2016,393.19,PVC,203.2,8,1,0,0,no,0.91,no,sand,residential,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,1991,13868.4,DI,762.0,12,0,1,0,no,1.68,no,silt,residential,1.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
330,1990,0.3,PVC,762.0,8,0,0,0,no,0.0,no,clay,residential,1.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
333,2003,0.3,ST,762.0,6,0,0,0,no,0.0,no,sand,residential,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
